date,daily_demand,avg_price,price_std,min_price,max_price,median_price,customer_type,year,month,day,dayofweek,quarter,weekofyear,demand_lag_1,price_lag_1,demand_lag_2,price_lag_2,demand_lag_3,price_lag_3,demand_lag_7,price_lag_7,demand_lag_14,price_lag_14,demand_lag_30,price_lag_30,demand_ma_3,price_ma_3,demand_std_3,price_std_3,demand_ma_7,price_ma_7,demand_std_7,price_std_7,demand_ma_14,price_ma_14,demand_std_14,price_std_14,demand_ma_30,price_ma_30,demand_std_30,price_std_30,price_range,price_cv,is_weekend,is_month_start,is_month_end,season,demand_price_ratio,price_demand_elasticity,demand_trend,price_trend
2015-07-11,9,137.07,35.72,99.7,213.75,130.9,线下用户,2015,7,11,5,3,28,7.0,158.39,9.0,119.52,5.0,97.21,7.0,105.21,13.0,99.96,13.0,99.96,8.333333333333334,138.32666666666668,1.1547005383792481,19.465447164998125,7.285714285714286,131.03142857142856,1.4960264830861918,18.95022289101233,7.2727272727272725,123.81272727272727,2.7236339361562187,19.12835021161474,7.2727272727272725,123.81272727272727,2.7236339361562187,19.12835021161474,114.05,0.2605967753512368,1,0,0,2,0.0656598818074225,-0.47111558424332395,0.35714285714285754,1.6246428571428542
2015-07-12,2,126.52,4.99,123.0,130.05,126.52,线下用户,2015,7,12,6,3,28,9.0,137.07,7.0,158.39,9.0,119.52,6.0,129.49,13.0,99.96,13.0,99.96,6.0,140.66,3.6055512754639882,16.235464268076854,6.714285714285714,130.60714285714286,2.497617912751116,19.02359299596663,6.833333333333333,124.03833333333334,3.010084062049773,18.25490311885516,6.833333333333333,124.03833333333334,3.010084062049773,18.25490311885516,7.050000000000011,0.039440404675984794,1,0,0,2,0.015807777425244408,0.09895882314644827,-0.3928571428571428,0.9210714285714282
2015-07-13,10,155.06,38.08,114.0,232.0,156.9,线下用户,2015,7,13,0,3,29,2.0,126.52,9.0,137.07,7.0,158.39,7.0,138.01,13.0,99.96,13.0,99.96,7.0,139.55,4.358898943540673,14.430720702723079,7.142857142857143,133.04285714285714,2.7945525240230884,21.106845425347768,7.076923076923077,126.42461538461538,3.012793235010175,19.480703535971443,7.076923076923077,126.42461538461538,3.012793235010175,19.480703535971443,118.0,0.2455823552014973,0,0,0,2,0.06449116470627556,0.05639424582803115,-2.3839062412833547e-16,4.598571428571434
2015-07-14,10,122.48,48.31,4.0,187.5,134.0,线下用户,2015,7,14,1,3,29,10.0,155.06,2.0,126.52,9.0,137.07,8.0,137.53,13.0,99.96,13.0,99.96,7.333333333333333,134.6866666666667,4.618802153517006,17.75908030651739,7.428571428571429,130.89285714285714,2.992052966172383,21.338836046268412,7.285714285714286,126.14285714285714,2.998167938760434,18.746122236374617,7.285714285714286,126.14285714285714,2.998167938760434,18.746122236374617,183.5,0.3944317439259935,0,0,0,2,0.08164598301096947,-21011221.462659612,0.4285714285714291,4.107857142857145
2015-07-15,23,118.54,90.55,64.25,500.0,107.0,线下用户,2015,7,15,2,3,29,10.0,122.48,10.0,155.06,2.0,126.52,5.0,97.21,13.0,99.96,13.0,99.96,14.333333333333334,132.02666666666667,7.505553499465136,20.044493840786643,10.0,133.94,6.377042156569663,16.75876984347797,8.0,127.47,4.9923017660270625,17.35605724457381,8.333333333333334,125.636,4.980915960897535,18.17056520860042,435.75,0.7638771721980869,0,0,0,2,0.19402733252960797,-0.024745013124229467,1.7500000000000002,-2.0274999999999923
2015-07-16,12,152.82,23.56,124.5,198.0,150.2,线下用户,2015,7,16,3,3,29,23.0,118.54,10.0,122.48,10.0,155.06,9.0,119.52,7.0,129.57,13.0,99.96,15.0,131.28,7.000000000000001,18.75792099354297,10.428571428571429,138.69714285714284,6.399404734221845,16.70949501958463,8.357142857142858,129.13071428571428,5.0930894788488095,18.63748557829941,8.5625,127.335,4.898554208471448,18.82402082446787,73.5,0.15416830256810835,0,0,0,2,0.0785237534302759,-0.6046597362497997,1.8214285714285714,-2.064642857142856
2015-07-17,14,159.88,31.2,103.5,210.0,154.15,线下用户,2015,7,17,4,3,29,12.0,152.82,23.0,118.54,10.0,122.48,7.0,158.39,2.0,109.98,13.0,99.96,16.333333333333332,143.74666666666667,5.859465277082316,22.113184604062194,11.428571428571429,138.91,6.320789582985733,17.00897312205138,9.214285714285714,132.695,4.948637286062799,19.447240559642783,8.882352941176471,129.24941176470588,4.922935518331219,19.862069526672013,106.5,0.19514635975762157,0,0,0,2,0.0875656742502148,0.2771888329956824,1.7142857142857142,3.01821428571429
2015-07-18,14,154.51,46.15,95.0,249.0,141.38,线下用户,2015,7,18,5,3,29,14.0,159.88,12.0,152.82,23.0,118.54,9.0,137.07,7.0,105.21,13.0,99.96,13.333333333333334,155.73666666666668,1.1547005383792521,3.686384859633288,12.142857142857142,141.40142857142857,6.283008075451637,17.94600645322092,9.714285714285714,136.21642857142857,5.060078616424413,18.52939394880173,9.166666666666666,130.65277777777777,4.925921830718891,20.167936639642974,154.0,0.29868616916065716,1,0,0,2,0.09060902206390467,-3358769.0768076107,1.642857142857143,4.426785714285726
2015-07-19,13,126.65,24.26,92.0,155.5,135.0,线下用户,2015,7,19,6,3,29,14.0,154.51,14.0,159.88,12.0,152.82,2.0,126.52,6.0,129.49,13.0,99.96,13.666666666666666,147.01333333333332,0.5773502691896281,17.83839211737799,13.714285714285714,141.42000000000002,4.423960733486291,17.928098058634085,10.214285714285714,136.01357142857142,5.010428684693117,18.624002960259006,9.368421052631579,130.4421052631579,4.867243416918058,19.6212120417752,63.5,0.19155151992170932,1,0,0,2,0.1026450848714848,2.5243677082752423,0.2857142857142857,0.7203571428571438
2015-07-20,10,145.39,18.35,120.43,176.0,147.43,线下用户,2015,7,20,0,3,30,13.0,126.65,14.0,154.51,14.0,159.88,10.0,155.06,7.0,138.01,13.0,99.96,12.333333333333334,142.1833333333333,2.0816659994661335,14.204116774137455,13.714285714285714,140.03857142857143,4.423960733486291,17.053118413329774,10.428571428571429,136.54071428571427,4.9258234097190545,18.78857405007535,9.4,131.1895,4.739531400332405,19.388171780753336,55.56999999999999,0.12621225668022476,0,0,0,2,0.06878052135162112,-0.6411896579993864,-0.6428571428571421,3.0942857142857125
2015-07-21,6,140.3,55.96,50.0,207.0,161.0,线下用户,2015,7,21,1,3,30,10.0,145.39,13.0,126.65,14.0,154.51,10.0,122.48,8.0,137.53,13.0,99.96,9.666666666666666,137.44666666666666,3.5118845842842465,9.690357750533927,13.142857142857142,142.58428571428573,5.1777914026661795,15.227460783228471,10.285714285714286,136.73857142857142,5.029582815373785,18.814360659692028,9.238095238095237,131.62333333333333,4.678725915297475,19.001541604126054,157.0,0.39885958657171344,0,0,0,2,0.04276550249160616,0.08752321561403775,-1.9999999999999996,0.6139285714285757
2015-07-22,2,133.5,27.58,114.0,153.0,133.5,线下用户,2015,7,22,2,3,30,6.0,140.3,10.0,145.39,13.0,126.65,23.0,118.54,5.0,97.21,13.0,99.96,6.0,139.73,3.9999999999999996,5.965458909421787,10.142857142857142,144.72142857142856,4.561745697594707,11.997765665005296,10.071428571428571,139.33071428571427,5.327205729002858,15.078394356615904,8.909090909090908,131.70863636363637,4.81969264885607,18.547921792315517,39.0,0.2065917602841504,0,0,0,2,0.014981273407117506,0.07270135533143272,-1.7857142857142851,-3.7942857142857007
2015-07-23,9,144.91,42.27,114.0,252.0,134.0,线下用户,2015,7,23,3,3,30,2.0,133.5,6.0,140.3,10.0,145.39,12.0,152.82,9.0,119.52,13.0,99.96,5.666666666666667,139.57000000000002,3.511884584284245,5.739921602252057,9.714285714285714,143.59142857142857,4.498677054212187,11.468716040562116,10.071428571428571,141.1442857142857,5.327205729002858,14.000744878143344,8.91304347826087,132.2826086956522,4.7089184579347165,18.329350833466105,138.0,0.29169829547362514,0,0,0,2,0.06210751500503019,0.024419475585660762,-1.6428571428571421,-2.617142857142844
2015-07-24,15,102.19,76.34,101.75,194.0,150.0,线下用户,2015,7,24,4,3,30,9.0,144.91,2.0,133.5,6.0,140.3,14.0,159.88,7.0,158.39,13.0,99.96,8.666666666666666,126.86666666666667,6.506407098647712,22.119006156094194,9.857142857142858,135.35,4.670066788550654,17.1391433080342,10.642857142857142,137.13,5.4009563662678906,16.508016700519036,9.166666666666666,131.02875,4.7700758053102055,18.949664976389194,92.25,0.7470398276986947,0,0,0,2,0.14678539973120802,-0.4422055002332483,-0.46428571428571375,-4.726071428571423
2015-07-25,9,141.94,65.1,89.5,240.0,147.0,线下用户,2015,7,25,5,3,30,15.0,102.19,9.0,144.91,2.0,133.5,14.0,154.51,9.0,137.07,13.0,99.96,11.0,129.67999999999998,3.4641016151377544,23.853307946697868,9.142857142857142,133.55428571428573,4.2983939414844805,15.363657178704631,10.642857142857142,137.47785714285715,5.4009563662678906,16.55789013806336,9.16,131.4652,4.66976087896015,18.678595843014183,150.5,0.45864449764276133,1,0,0,2,0.06340707340683337,-0.9724532976257466,0.03571428571428594,-1.2828571428571443
2015-07-26,5,151.72,85.91,77.25,209.0,180.0,线下用户,2015,7,26,6,3,30,9.0,141.94,15.0,102.19,9.0,144.91,13.0,126.65,2.0,126.52,13.0,99.96,9.666666666666666,131.95000000000002,5.033222956847166,26.23271430866428,8.0,137.1357142857143,4.163331998932268,16.374723261929102,10.857142857142858,139.27785714285713,5.081749287811808,16.644547353214705,9.0,132.24423076923077,4.6475800154489,18.72734517716314,131.75,0.5662404428838491,1,0,0,2,0.032955444237216226,-0.15503029797881154,0.14285714285714293,-0.32285714285713873
2015-07-27,8,132.38,30.28,65.0,162.0,145.0,线下用户,2015,7,27,0,3,31,5.0,151.72,9.0,141.94,15.0,102.19,10.0,145.39,10.0,155.06,13.0,99.96,7.333333333333333,142.01333333333332,2.081665999466132,9.670208546527498,7.714285714285714,135.27714285714285,4.070801956792862,16.016100976086246,10.714285714285714,137.65785714285715,5.135525910130953,16.08462054671692,8.962962962962964,132.24925925925925,4.561388802356998,18.363691376427045,97.0,0.22873545851119992,0,0,0,2,0.060432089434927325,-0.21245276032237753,0.42857142857142866,0.3467857142857144
2015-07-28,8,103.5,72.01,65.0,176.0,134.5,线下用户,2015,7,28,1,3,31,8.0,132.38,5.0,151.72,9.0,141.94,6.0,140.3,10.0,122.48,13.0,99.96,7.0,129.20000000000002,1.7320508075688763,24.26677564078095,8.0,130.02,4.000000000000002,19.70696915645159,10.571428571428571,136.30214285714285,5.184507775972649,18.131900565905056,8.928571428571429,131.2225,4.479819535291916,18.821634050563553,111.0,0.6957487922033094,0,0,1,2,0.07729468598287008,-21815984.287656743,0.21428571428571438,-2.3403571428571452
2015-07-29,9,139.44,47.61,65.0,188.0,157.0,线下用户,2015,7,29,2,3,31,8.0,103.5,8.0,132.38,5.0,151.72,2.0,133.5,23.0,118.54,13.0,99.96,8.333333333333334,125.10666666666667,0.5773502691896224,19.041978188553124,9.0,130.8685714285714,3.0000000000000018,20.007387326161513,9.571428571428571,137.795,3.7563133668385675,17.40271276377512,8.931034482758621,131.5058620689655,4.399115450720574,18.545363594101854,123.0,0.34143717725606443,0,0,1,2,0.06454388984046587,2.7779707922550894,-0.5357142857142846,-0.83392857142857
2015-07-30,8,173.22,47.18,106.25,250.33,179.86,线下用户,2015,7,30,3,3,31,9.0,139.44,8.0,103.5,8.0,132.38,9.0,144.91,12.0,152.82,13.0,99.96,8.333333333333334,138.72,0.5773502691896224,34.8655761461072,8.857142857142858,134.91285714285715,3.02371578407382,25.44196449063746,9.285714285714286,139.25214285714284,3.7092103955210933,19.486803494661725,8.9,132.89633333333333,4.325944186353805,19.75026957185445,144.08,0.2723703960124483,0,0,1,2,0.0461840434103346,-2.180292795193649,-0.6428571428571426,5.709642857142858
2015-07-31,9,147.98,45.8,57.6,209.0,153.0,线下用户,2015,7,31,4,3,31,8.0,173.22,9.0,139.44,8.0,103.5,15.0,102.19,14.0,159.88,13.0,99.96,8.666666666666666,153.54666666666665,0.5773502691896224,17.56453624020097,8.0,141.4542857142857,1.414213562373101,21.151021139370425,8.928571428571429,138.40214285714285,3.4521851655990887,18.763945861297785,8.766666666666667,134.49699999999999,4.25630026596139,18.9172173265338,151.4,0.30950128393637644,0,0,1,2,0.06081902959448446,-1.1656851624893274,0.2500000000000002,2.4350000000000103
2015-08-01,12,167.0,58.19,75.0,297.5,164.5,线下用户,2015,8,1,5,3,31,9.0,147.98,8.0,173.22,9.0,139.44,9.0,141.94,14.0,154.51,7.0,129.57,9.666666666666666,162.73333333333332,2.081665999466132,13.149818756672415,8.428571428571429,145.03428571428572,2.070196678027066,23.26236936710075,8.785714285714286,139.2942857142857,3.2623392133340663,19.85397682088895,8.933333333333334,135.74466666666666,4.282549460900303,19.795020051785123,222.5,0.3484431137515902,1,1,0,2,0.07185628742084693,0.3855926360873096,0.8214285714285716,5.241428571428571
2015-08-02,9,131.23,78.19,72.5,194.64,171.9,线下用户,2015,8,2,6,3,31,12.0,167.0,9.0,147.98,8.0,173.22,5.0,151.72,13.0,126.65,2.0,109.98,10.0,148.73666666666668,1.7320508075688767,17.89700067981597,9.0,142.10714285714286,1.4142135623730994,23.5680197968106,8.5,139.62142857142857,3.0318818730794383,19.666452441870437,9.166666666666666,136.453,4.077552793233854,19.21292114608077,122.13999999999999,0.5958241255356379,1,1,0,2,0.06858187913826246,0.8567665013365287,0.39285714285714307,4.717499999999997
2015-08-03,15,103.46,67.52,70.0,210.0,113.9,线下用户,2015,8,3,0,3,32,9.0,131.23,12.0,167.0,9.0,147.98,8.0,132.38,10.0,145.39,7.0,105.21,12.0,133.89666666666668,2.9999999999999996,31.853826039164165,10.0,137.97571428571428,2.581988897471613,27.725477968313342,8.857142857142858,136.62642857142856,3.4830831359397845,21.797659933383414,9.433333333333334,136.39466666666667,4.190986496768029,19.313444260291917,140.0,0.6526193697416761,0,1,0,2,0.14498356851488658,-0.3174197925411491,0.8928571428571433,-0.8128571428571345
2015-08-04,15,150.18,75.34,67.5,230.5,172.0,线下用户,2015,8,4,1,3,32,15.0,103.46,9.0,131.23,12.0,167.0,8.0,103.5,6.0,140.3,6.0,129.49,13.0,128.29,3.4641016151377544,23.4983467503567,11.0,144.6442857142857,3.000000000000001,23.314135810092285,9.5,137.33214285714286,3.736514212677165,22.083800947430095,9.733333333333333,137.08433333333332,4.258325179379017,19.427457051072455,163.0,0.5016646690303859,0,0,0,2,0.09988014382075641,45157548.81113476,1.142857142857143,-4.4303571428571304
2015-08-05,48,73.62,45.77,65.0,247.0,65.0,线下用户,2015,8,5,2,3,32,15.0,150.18,15.0,103.46,9.0,131.23,9.0,139.44,2.0,133.5,7.0,138.01,26.0,109.08666666666666,19.05255888325765,38.58889650318252,16.571428571428573,135.24142857142857,14.152233544063433,35.729917636145125,12.785714285714286,133.055,10.584303119595193,27.912586008686255,11.1,134.93800000000002,8.150946634255602,22.616761315754154,182.0,0.621706058051928,0,0,0,2,0.6519967399277374,-0.23172193262630297,4.821428571428571,-12.783571428571427
2015-08-06,15,104.83,57.34,62.5,191.0,75.0,线下用户,2015,8,6,3,3,32,48.0,73.62,15.0,150.18,15.0,103.46,8.0,173.22,9.0,144.91,8.0,137.53,26.0,109.54333333333335,19.05255888325765,38.49701330406467,17.571428571428573,125.47142857142858,13.685237092784115,32.84832539038151,13.214285714285714,130.19214285714284,10.540606984628333,28.64883973447909,11.333333333333334,133.848,8.159332855306133,23.266187601694476,128.5,0.5469808260472212,0,0,0,2,0.1430888104413728,-0.6166308652088344,3.4285714285714293,-10.616428571428553
2015-08-07,11,106.09,47.69,60.0,211.0,75.0,线下用户,2015,8,7,4,3,32,15.0,104.83,48.0,73.62,15.0,150.18,9.0,147.98,15.0,102.19,5.0,97.21,24.666666666666668,94.84666666666668,20.305992547357377,18.39362480136342,17.857142857142858,119.48714285714286,13.496031162636559,31.86533420206866,12.928571428571429,130.4707142857143,10.542691859688949,28.37324727606995,11.533333333333333,134.14399999999998,8.07180419661588,22.836513502842713,151.0,0.4495239890235155,0,0,0,2,0.10368554999493962,-0.045072976983569,1.5000000000000009,-9.47749999999999
2015-08-08,20,122.03,60.23,75.0,276.43,92.5,线下用户,2015,8,8,5,3,32,11.0,106.09,15.0,104.83,48.0,73.62,12.0,167.0,9.0,141.94,9.0,119.52,15.333333333333334,110.98333333333335,4.5092497528229,9.587415362512065,19.0,113.06285714285715,13.253930234714026,24.33273358686869,13.714285714285714,129.04857142857142,10.636863125135019,28.25287102011264,11.9,134.22766666666666,8.20155578176356,22.785628968085668,201.43,0.49356715557702474,1,0,0,2,0.1638941243822098,0.18363862743054166,0.8928571428571428,-2.4174999999999938
2015-08-09,11,126.83,64.56,67.0,277.0,126.0,线下用户,2015,8,9,6,3,32,20.0,122.03,11.0,106.09,15.0,104.83,9.0,131.23,5.0,151.72,7.0,158.39,14.0,118.31666666666668,5.196152422706637,10.857188095143819,19.285714285714285,112.4342857142857,13.021959475110823,23.83699845278552,14.142857142857142,127.27071428571428,10.376431451627752,27.48929706807184,12.033333333333333,133.17566666666667,8.151510684332173,22.35610518841336,210.0,0.5090278324916008,1,0,0,2,0.08673026885699517,-0.08741020162012393,-1.3928571428571417,1.6528571428571563
2015-08-10,26,130.05,53.89,9.0,225.08,137.45,线下用户,2015,8,10,0,3,33,11.0,126.83,20.0,122.03,11.0,106.09,15.0,103.46,8.0,132.38,9.0,137.07,19.0,126.30333333333334,7.549834435270753,4.035855960429351,20.857142857142858,116.23285714285716,13.08215796964924,24.28300689390684,15.428571428571429,127.1042857142857,10.667811293897065,27.46302513290459,12.6,132.94166666666666,8.516110493120344,22.350676157840148,216.08,0.41437908493545716,0,0,0,2,0.19992310648212813,0.018618097579570322,-1.2857142857142854,2.258214285714292
2015-08-11,28,87.1,58.36,32.33333333333333,211.0,80.0,线下用户,2015,8,11,1,3,33,26.0,130.05,11.0,126.83,20.0,122.03,15.0,150.18,8.0,103.5,2.0,126.52,21.666666666666668,114.66000000000001,9.291573243177572,23.921900008151525,22.714285714285715,107.22142857142856,13.034752084514759,21.07866411688335,16.857142857142858,125.93285714285716,10.932359467035628,28.86147270312806,13.466666666666667,131.62766666666667,8.720698063380224,23.849710282825512,178.66666666666669,0.6700344430918446,0,0,0,2,0.3214695751640104,-4.293348153898577,-1.3571428571428588,3.9864285714285757
2015-08-12,18,108.44,63.34,55.666666666666664,252.0,75.0,线下用户,2015,8,12,2,3,33,28.0,87.1,26.0,130.05,11.0,126.83,48.0,73.62,9.0,139.44,10.0,155.06,24.0,108.53000000000002,5.291502622129185,21.475141443073195,18.428571428571427,112.19571428571429,6.754187413675136,15.08357147930929,17.5,123.71857142857142,10.696872296287214,28.934560346021883,13.733333333333333,130.07366666666667,8.733342107567756,23.789013616595685,196.33333333333334,0.584101807397261,0,0,0,2,0.16599040942770285,-0.6860160926872111,1.7500000000000002,-0.6832142857142743
2015-08-13,13,154.66,50.74,79.0,222.2,158.0,线下用户,2015,8,13,3,3,33,18.0,108.44,28.0,87.1,26.0,130.05,15.0,104.83,8.0,173.22,10.0,122.48,19.666666666666668,116.73333333333335,7.637626158259737,34.53509712355437,18.142857142857142,119.3142857142857,6.9624845045565795,21.445000083269562,17.857142857142858,122.39285714285714,10.435568930398519,26.84154283900278,13.833333333333334,131.14633333333333,8.706253532646091,24.157460114743074,143.2,0.3280744859480102,0,0,0,2,0.08405534720780711,-1.5344154001301387,0.678571428571429,2.8142857142857114
2015-08-14,12,131.94,80.67,77.0,241.0,150.0,线下用户,2015,8,14,4,3,33,13.0,154.66,18.0,108.44,28.0,87.1,11.0,106.09,9.0,147.98,23.0,118.54,14.333333333333334,131.67999999999998,3.2145502536643287,23.11109690170504,18.285714285714285,123.00714285714287,6.799859942535232,21.00950079867502,18.071428571428573,121.24714285714286,10.26917932242124,25.994316369477446,13.466666666666667,131.593,8.536870674874965,24.039929736256262,164.0,0.6114142791714859,0,0,0,2,0.09095043200765875,1.9097377369507647,-1.0000000000000007,2.2778571428571515
2015-08-15,21,169.73,59.7,75.0,299.33,164.0,线下用户,2015,8,15,5,3,33,12.0,131.94,13.0,154.66,18.0,108.44,20.0,122.03,12.0,167.0,12.0,152.82,15.333333333333334,152.11,4.932882862316254,19.023614272792695,18.428571428571427,129.82142857142858,6.852180744287249,27.402627263683723,18.714285714285715,121.44214285714285,10.140767467759273,26.371443523563194,13.766666666666667,132.15666666666667,8.641054107685816,24.742774679703466,224.32999999999998,0.351735108681333,1,0,0,2,0.12372591762659954,0.38189075333367023,-0.46428571428571275,7.144285714285717
2015-08-16,34,146.61,53.54,6.0,271.0,172.0,线下用户,2015,8,16,6,3,33,21.0,169.73,12.0,131.94,13.0,154.66,11.0,126.83,9.0,131.23,14.0,159.88,22.333333333333332,149.42666666666668,11.060440015358042,19.051803939085005,21.714285714285715,132.64714285714285,8.097618697581932,28.054823539090833,20.5,122.54071428571429,10.493587785661518,27.12026249710883,14.433333333333334,131.71433333333334,9.398031097296233,24.345493059267678,265.0,0.3651865493237032,1,0,0,2,0.23190778253653174,-0.2200417822682107,0.14285714285714307,8.515714285714289
2015-08-17,21,127.85,56.8,67.0,266.0,124.0,线下用户,2015,8,17,0,3,34,34.0,146.61,21.0,169.73,12.0,131.94,26.0,130.05,15.0,103.46,14.0,154.51,25.333333333333332,148.06333333333336,7.505553499465139,20.977791431257355,21.0,132.33285714285714,7.874007874011808,28.101052005388073,20.928571428571427,124.28285714285714,10.373518694728904,26.5782390539477,14.666666666666666,130.82566666666668,9.473495998668154,23.9683604208625,199.0,0.44427062960936486,0,0,0,2,0.16425498629923702,0.33466077803590394,0.6785714285714284,7.6307142857142845
