date,daily_demand,avg_price,price_std,min_price,max_price,median_price,customer_type,year,month,day,dayofweek,quarter,weekofyear,demand_lag_1,price_lag_1,demand_lag_2,price_lag_2,demand_lag_3,price_lag_3,demand_lag_7,price_lag_7,demand_lag_14,price_lag_14,demand_lag_30,price_lag_30,demand_ma_3,price_ma_3,demand_std_3,price_std_3,demand_ma_7,price_ma_7,demand_std_7,price_std_7,demand_ma_14,price_ma_14,demand_std_14,price_std_14,demand_ma_30,price_ma_30,demand_std_30,price_std_30,price_range,price_cv,is_weekend,is_month_start,is_month_end,season,demand_price_ratio,price_demand_elasticity,demand_trend,price_trend
2015-07-30,33,116.68,51.98,53.46666666666667,280.74,110.5,线上用户,2015,7,30,3,3,31,24.0,100.71,18.0,116.25,64.0,110.05,55.0,105.85,28.0,121.41,88.0,93.61,25.0,111.21333333333332,7.549834435270747,9.09869404548443,41.57142857142857,115.97000000000001,26.311322929220307,21.067180637190173,44.714285714285715,113.60928571428572,24.59965156547664,17.541828456703012,39.36666666666667,107.51666666666667,21.036066456303637,16.473889127601463,227.27333333333334,0.44549194373967327,0,0,1,2,0.28282481999632975,0.4228643186478234,-5.214285714285714,-3.4249999999999954
2015-07-31,40,134.3,52.28,36.0,248.0,124.8,线上用户,2015,7,31,4,3,31,33.0,116.68,24.0,100.71,18.0,116.25,34.0,154.12,91.0,111.14,88.0,93.61,32.333333333333336,117.23,8.020806277010635,16.801752884743923,42.42857142857143,113.13857142857144,26.120599424318623,15.744862049328397,41.07142857142857,115.26357142857144,20.682449957965243,18.363843492096034,37.766666666666666,108.873,18.929421240644075,16.95739491825891,212.0,0.3892777363820344,0,0,1,2,0.2978406552272642,0.7119104419759971,-6.464285714285715,3.9889285714285796
2015-08-01,48,139.44,52.56,44.0,252.0,151.5,线上用户,2015,8,1,5,3,31,40.0,134.3,33.0,116.68,24.0,100.71,91.0,87.27,63.0,92.28,29.0,91.85,40.333333333333336,130.14000000000001,7.505553499465125,11.93664944613857,36.285714285714285,120.59142857142857,15.818915741544844,13.669739608067937,40.0,118.63214285714285,19.83004713133001,18.14766998333879,38.4,110.45933333333332,18.943837138162937,17.52644247265047,208.0,0.37693631666832067,1,1,0,2,0.3442340791491513,0.1913626114296354,1.0714285714285743,3.111428571428578
2015-08-02,34,136.03,42.86,52.0,227.4,134.05,线上用户,2015,8,2,6,3,31,48.0,139.44,40.0,134.3,33.0,116.68,27.0,126.71,23.0,119.99,35.0,98.93,40.666666666666664,136.59,7.023769168568481,2.615358484032387,37.285714285714285,121.92285714285715,15.348336345396806,14.77427010524911,40.785714285714285,119.77785714285714,19.315910426495456,18.736754163766108,38.36666666666667,111.696,18.95090450636052,17.987699360281233,175.4,0.3150775563982153,1,1,0,2,0.2499448650849118,0.08384558930204795,-0.49999999999999983,5.6396428571428565
2015-08-03,56,126.62,59.16,60.0,256.0,121.8,线上用户,2015,8,3,0,3,32,34.0,136.03,48.0,139.44,40.0,134.3,64.0,110.05,41.0,130.28,38.0,85.6,46.0,134.03,11.135528725660036,6.63988704723207,36.142857142857146,124.28999999999999,13.1710360441459,13.85369505462954,41.857142857142854,119.51642857142858,19.74006914046478,18.60401222530024,38.96666666666667,113.06333333333333,19.221904411254425,17.48772876823243,196.0,0.4672247669825284,0,1,0,2,0.4422682040402568,-0.10690823383059647,5.321428571428573,4.446785714285716
2015-08-04,22,127.17,55.14,68.0,241.0,102.15,线上用户,2015,8,4,1,3,32,56.0,126.62,34.0,136.03,48.0,139.44,18.0,116.25,21.0,124.2,31.0,103.8,37.333333333333336,129.94,17.243356208503414,5.281259319518421,36.714285714285715,125.85,12.31143487053514,13.405016473942393,41.92857142857143,119.72857142857143,19.66044167949864,18.678312745881705,38.666666666666664,113.84233333333333,19.419743478779765,17.581124808732508,173.0,0.4335928284631916,0,0,0,2,0.17299677595557153,-0.007154338713170147,1.214285714285717,3.606785714285718
2015-08-05,40,95.67,47.62,66.04444444444445,202.0,82.0,线上用户,2015,8,5,2,3,32,22.0,127.17,56.0,126.62,34.0,136.03,24.0,100.71,41.0,95.0,32.0,105.41,39.333333333333336,116.48666666666668,17.00980109623076,18.02985949288938,39.0,125.13000000000001,10.96965511460289,15.018604018571995,41.857142857142854,119.77642857142858,19.66589059125604,18.610816378217702,38.93333333333333,113.51766666666667,19.379927997683644,17.83037870356778,135.95555555555555,0.49775269149182055,0,0,0,2,0.4181038987751538,-0.30274435424584767,-0.2499999999999985,-3.2182142857142826
2015-08-06,33,110.46,57.67,64.08888888888889,268.0,81.0,线上用户,2015,8,6,3,3,32,40.0,95.67,22.0,127.17,56.0,126.62,33.0,116.68,55.0,105.85,19.0,108.21,31.666666666666668,111.10000000000001,9.073771725877462,15.75974936348925,39.0,124.24142857142856,10.96965511460289,15.767214326539989,40.285714285714285,120.10571428571428,19.412242653417582,18.384869914096257,39.4,113.59266666666667,19.049119809514597,17.812005818109526,203.9111111111111,0.5220894440954111,0,0,0,2,0.2987506789517698,-0.8833938595554898,-1.7499999999999991,-5.997142857142859
2015-08-07,65,103.78,50.95,62.13333333333333,226.0,84.0,线上用户,2015,8,7,4,3,32,33.0,110.46,40.0,95.67,22.0,127.17,40.0,134.3,34.0,154.12,40.0,78.59,46.0,103.30333333333333,16.82260384126072,7.406512899693963,42.57142857142857,119.88142857142859,14.763210387730068,16.713558795751666,42.5,116.51,20.383817110639512,15.986999044897026,40.233333333333334,114.43233333333333,19.614708297835975,16.66165278950923,163.86666666666667,0.49094237806022917,0,0,0,2,0.6263249180356211,-0.06236420359369689,1.17857142857143,-6.752499999999999
2015-08-08,86,104.59,53.52,60.17777777777778,252.0,90.0,线上用户,2015,8,8,5,3,32,65.0,103.78,33.0,110.46,40.0,95.67,48.0,139.44,91.0,87.27,20.0,91.05,61.333333333333336,106.27666666666666,26.689573494781314,3.645440074028531,48.0,114.90285714285713,22.203603311174515,15.021346715353376,42.142857142857146,117.74714285714286,19.4930249570974,14.110212574624764,42.43333333333333,114.88366666666666,20.92463213261006,16.18293747755019,191.82222222222222,0.5117124007542105,1,0,0,2,0.8222583420190976,0.024158246093089617,6.60714285714286,-5.596785714285712
2015-08-09,60,136.81,54.29,58.22222222222222,253.0,134.0,线上用户,2015,8,9,6,3,32,86.0,104.59,65.0,103.78,33.0,110.46,34.0,136.03,27.0,126.71,34.0,114.62,70.33333333333333,115.06,13.796134724383247,18.840406046579787,51.714285714285715,115.01428571428572,21.63880993118834,15.205947144832152,44.5,118.46857142857142,19.51626540567164,14.842891516528324,43.3,115.62333333333332,21.10098870048347,16.67024798304127,194.77777777777777,0.39682771724312343,1,0,0,2,0.4385644323924739,-1.0189678714884902,5.892857142857142,-0.23142857142857198
2015-08-10,101,113.58,57.19,56.266666666666666,254.0,105.0,线上用户,2015,8,10,0,3,33,60.0,136.81,86.0,104.59,65.0,103.78,56.0,126.62,64.0,110.05,52.0,103.08,82.33333333333333,118.32666666666665,20.744477176668813,16.626191185395818,58.142857142857146,113.15142857142858,28.66722037117522,14.32013667133505,47.142857142857146,118.7207142857143,24.283128498410786,14.718340972711935,44.93333333333333,115.97333333333333,23.55175274732784,16.50724278514785,197.73333333333335,0.5035217467420742,0,0,0,2,0.8892410634892375,-0.24848418575930079,11.785714285714286,1.2728571428571385
2015-08-11,58,117.91,39.83,54.31111111111111,211.0,112.8,线上用户,2015,8,11,1,3,33,101.0,113.58,60.0,136.81,86.0,104.59,22.0,127.17,18.0,116.25,35.0,121.72,73.0,122.76666666666667,24.269322199023193,12.353081936639692,63.285714285714285,111.82857142857144,23.942391176281763,13.192623480025304,50.0,118.83928571428571,22.904483941258864,14.703584839856472,45.7,115.84633333333335,23.59156775132838,16.476132682183618,156.6888888888889,0.33780001693344075,0,0,0,2,0.4919006021124671,-0.08954450920203173,6.607142857142857,3.7853571428571406
2015-08-12,65,86.22,45.82,52.355555555555554,242.67,76.5,线上用户,2015,8,12,2,3,33,58.0,117.91,101.0,113.58,60.0,136.81,40.0,95.67,24.0,100.71,29.0,110.98,74.66666666666667,105.90333333333332,23.072349974229613,17.183202068687113,66.85714285714286,110.47857142857143,21.644310810838725,15.41759755233334,52.92857142857143,117.80428571428571,21.92457099208132,16.480501165963325,46.9,115.021,23.628372775119324,17.326508164440217,190.31444444444443,0.5314312223925504,0,0,0,2,0.7538854093303311,-2.2269041129516807,3.4642857142857153,-1.2667857142857024
2015-08-13,39,136.53,60.25,50.4,255.0,124.0,线上用户,2015,8,13,3,3,33,65.0,86.22,58.0,117.91,101.0,113.58,33.0,110.46,33.0,116.68,14.0,121.95,54.0,113.55333333333334,13.45362404707372,25.43638011457867,67.71428571428571,114.20285714285716,20.147078247347963,18.29297835626713,53.357142857142854,119.22214285714287,21.560673397708104,17.21388937348667,47.733333333333334,115.507,22.856272561428273,17.72740799265168,204.6,0.4412949534577532,0,0,0,2,0.28565150514277804,-1.4587683036925896,-4.357142857142855,1.5217857142857192
2015-08-14,106,115.75,37.72,43.325,266.4,109.0,线上用户,2015,8,14,4,3,33,39.0,136.53,65.0,86.22,58.0,117.91,65.0,103.78,40.0,134.3,31.0,84.16,70.0,112.83333333333333,33.77869150810907,25.28149982365234,73.57142857142857,115.91285714285713,24.6769605290518,17.706342285826786,58.07142857142857,117.89714285714285,25.3057132062924,16.6693387015578,50.233333333333334,116.56,24.967127813674683,16.710237621868515,223.075,0.32587472999344497,0,0,0,2,0.9157667385817913,-0.0885946006380567,-0.642857142857142,0.19857142857142934
2015-08-15,80,106.67,43.47,36.25,242.5,94.5,线上用户,2015,8,15,5,3,33,106.0,115.75,39.0,136.53,65.0,86.22,86.0,104.59,48.0,139.44,28.0,121.41,75.0,119.65000000000002,33.77869150810906,15.307266248419408,72.71428571428571,116.21000000000001,24.2742269750881,17.500917118825534,60.357142857142854,115.55642857142857,25.76702467184679,15.683204934992302,51.96666666666667,116.06866666666669,25.174540140077394,16.779273489951056,206.25,0.40751851500820113,1,0,0,2,0.7499765631620909,0.3198139356170698,1.8214285714285774,-2.4092857142857134
2015-08-16,40,132.54,45.17,49.74,214.0,135.25,线上用户,2015,8,16,6,3,33,80.0,106.67,106.0,115.75,39.0,136.53,60.0,136.81,34.0,136.03,91.0,111.14,75.33333333333333,118.32,33.24655370611114,13.125086666380527,69.85714285714286,115.60000000000001,27.039653421278473,16.720231258368823,60.785714285714285,115.30714285714285,25.341296704812077,15.357089281787452,50.266666666666666,116.782,24.148867801450947,17.015737421575345,164.26,0.34080277649458257,1,0,0,2,0.30179568429894404,-0.48504735197150095,-3.4999999999999987,2.283214285714281
2015-08-17,87,111.12,48.24,60.0,279.0,107.0,线上用户,2015,8,17,0,3,34,40.0,132.54,80.0,106.67,106.0,115.75,101.0,113.58,56.0,126.62,63.0,92.28,69.0,116.77666666666666,25.357444666211926,13.831581013511546,67.85714285714286,115.24857142857142,24.775179591872252,16.79544722890844,63.0,114.2,26.22975409720802,15.034097655253278,51.06666666666667,117.41000000000001,24.968854161953843,16.41740350759017,219.0,0.4341252699393336,0,0,0,2,0.7829373649403404,-0.1375417766628597,2.7857142857142834,1.5146428571428618
